Filename: Z:\2020-12-20\2020-12-20_055 76Sr with beam merging _ RT100_T846 - clipped_MS100.tof
Analyze-time: Fri Feb 19 17:11:42 2021

Range: 43
Start Peak: 6199
Block size: 4
Block-Min: 0
Int-Max: 0
Peak mass: Rb85:-1e
Treshold: 0
Method: Median
a: 0.08554320834809824
t0: -0.174931057477
b: 0.575849041251
T: 800

Area1: 1 - 896

B Positions (center Block):
MS	B	Intensity	Peakposition (us)	Peakposition alt (u)	Peakposition corrected (u)
331	0.5758503670941982	39	14545.759	84.91163132111842	84.91124116583202
335	0.5758505797537898	55	14545.76436	84.91169390044498	84.911241165832
339	0.5758503591591388	53	14545.7588	84.91162898606938	84.91124116583202
343	0.57585021519449	44	14545.75517142857	84.91158662161358	84.911241165832
347	0.5758504908811246	57	14545.76212	84.91166774788778	84.91124116583198
351	0.5758506580463758	46	14545.766333333334	84.91171693960582	84.91124116583198
355	0.5758504226396138	39	14545.7604	84.91164766646268	84.911241165832
359	0.5758505910392074	47	14545.764644444444	84.9116972214049	84.91124116583202
363	0.5758510336391868	56	14545.7758	84.91182746535344	84.91124116583204
367	0.5758512399507308	52	14545.781	84.91188817671018	84.91124116583202
371	0.575850823360113	55	14545.770499999998	84.91176558649292	84.911241165832
375	0.575850759312848	53	14545.768885714286	84.9117467392973	84.911241165832
379	0.5758509384184742	56	14545.7734	84.91179944473456	84.911241165832
383	0.575851017769068	36	14545.775399999998	84.91182279524996	84.91124116583202
387	0.5758511447300182	50	14545.7786	84.9118601560813	84.91124116583202
391	0.5758507797172864	53	14545.7694	84.91175274371338	84.91124116583202
395	0.575851005072973	44	14545.77508	84.91181905916728	84.91124116583202
399	0.5758509089453964	58	14545.772657142856	84.91179077168678	84.91124116583198
403	0.5758510733144836	53	14545.7768	84.91183914061266	84.91124116583202
407	0.5758508953424374	43	14545.772314285714	84.91178676874184	84.91124116583202
411	0.5758507479770488	54	14545.7686	84.91174340351068	84.91124116583204
415	0.5758509013881968	51	14545.772466666666	84.91178854782846	84.91124116583204
419	0.5758511328274292	53	14545.7783	84.91185665350302	84.91124116583202
423	0.5758511024097014	48	14545.777533333332	84.91184770246994	84.91124116583202
427	0.5758511764702558	51	14545.7794	84.91186949629042	84.91124116583198
431	0.5758507241718708	51	14545.768	84.911736398359	84.911241165832
435	0.5758502560033668	44	14545.7562	84.91159863043462	84.91124116583202
439	0.5758500782580366	52	14545.75172	84.91154632535362	84.91124116583202
443	0.5758501845878322	55	14545.7544	84.91157761499834	84.911241165832
447	0.5758507003666924	44	14545.767399999998	84.9117293932076	84.91124116583202
451	0.5758508273276426	52	14545.7706	84.91176675401838	84.91124116583202
455	0.5758510230591076	57	14545.775533333334	84.91182435195112	84.91124116583198
459	0.5758506686264548	53	14545.7666	84.91172005300618	84.911241165832
463	0.5758506263061382	56	14545.765533333334	84.91170759940512	84.91124116583202
467	0.5758504781850296	40	14545.7618	84.91166401180854	84.91124116583202
471	0.5758503406440002	40	14545.758333333334	84.91162353762172	84.91124116583202
475	0.5758502813955568	32	14545.75684	84.91160610259036	84.91124116583202
479	0.5758503472565498	59	14545.7585	84.91162548349586	84.91124116583202
483	0.575850303613723	42	14545.757399999998	84.9116126407269	84.91124116583198
487	0.5758506897866132	47	14545.767133333332	84.91172627980708	84.91124116583198
491	0.5758503988344358	34	14545.7598	84.91164066131496	84.91124116583202
495	0.5758506474662964	62	14545.766066666666	84.91171382620554	84.91124116583202
499	0.5758509288964028	58	14545.773159999998	84.91179664267294	84.91124116583202
503	0.5758509225483554	46	14545.773	84.91179477463186	84.91124116583198
507	0.5758509987249254	49	14545.77492	84.91181719112596	84.911241165832
511	0.5758503512240794	46	14545.7586	84.91162665102036	84.91124116583202
515	0.5758502877436042	54	14545.757	84.91160797062934	84.911241165832
519	0.5758504887651088	46	14545.762066666666	84.9116671252079	84.91124116583198
523	0.5758501607826542	51	14545.753799999998	84.91157060985348	84.911241165832
527	0.575850021125609	51	14545.75028	84.91152951300956	84.91124116583198
531	0.5758502189730896	47	14545.755266666666	84.9115877335414	84.911241165832
535	0.5758504385097326	49	14545.7608	84.91165233656134	84.911241165832
539	0.5758504543798514	43	14545.7612	84.9116570066601	84.91124116583202
543	0.575850330063921	46	14545.758066666666	84.9116204242231	84.91124116583202
547	0.5758504887651088	42	14545.762066666666	84.9116671252079	84.91124116583198
551	0.5758507955874052	55	14545.7698	84.91175741381494	84.91124116583198
555	0.575850550734144	59	14545.763628571428	84.911685360834	84.911241165832
559	0.5758503353539608	41	14545.7582	84.9116219809224	84.91124116583198
563	0.5758502242631292	53	14545.7554	84.9115892902404	84.91124116583202
567	0.5758502052189868	50	14545.75492	84.9115836861241	84.91124116583198
571	0.575850446444792	38	14545.760999999998	84.9116546716107	84.91124116583202
575	0.5758508400237378	46	14545.77092	84.91177049009992	84.91124116583202
579	0.5758509013881968	43	14545.772466666666	84.91178854782846	84.91124116583204
583	0.5758502083930104	53	14545.755	84.91158462014348	84.91124116583202
587	0.5758498497283262	48	14545.74596	84.91147907598742	84.911241165832
591	0.5758502480683074	45	14545.756	84.911596295386	84.91124116583202
595	0.575850446444792	48	14545.760999999998	84.9116546716107	84.91124116583202
599	0.5758504702499702	49	14545.7616	84.91166167675902	84.91124116583202
603	0.5758503602927188	45	14545.758828571428	84.9116293196478	84.91124116583196
607	0.5758508844600702	43	14545.77204	84.91178356638592	84.91124116583204
611	0.5758506792065342	55	14545.766866666666	84.9117231664066	84.911241165832
615	0.5758502083930104	43	14545.755	84.91158462014348	84.91124116583202
619	0.5758502665834458	47	14545.756466666666	84.9116017438328	84.91124116583202
623	0.5758510540436252	52	14545.776314285712	84.91183346977234	84.91124116583198
627	0.5758501544346066	36	14545.753639999998	84.91156874181492	84.911241165832
631	0.5758500549818622	47	14545.751133333334	84.91153947587992	84.91124116583204
635	0.5758502639384262	41	14545.7564	84.91160096548326	84.91124116583202
639	0.5758509860288304	49	14545.774599999998	84.9118134550434	84.911241165832
643	0.5758510812495432	44	14545.777	84.9118414756646	84.911241165832
647	0.5758503512240794	43	14545.7586	84.91162665102036	84.91124116583202
651	0.575850330063921	47	14545.758066666666	84.9116204242231	84.91124116583202
655	0.5758502560033668	48	14545.7562	84.91159863043462	84.91124116583202
659	0.575849994146407	47	14545.7496	84.91152157384766	84.91124116583198
663	0.5758500655619414	52	14545.7514	84.911542589277	84.91124116583202
667	0.5758507532670884	52	14545.768733333332	84.9117449602111	84.91124116583202
671	0.5758502983236834	46	14545.757266666666	84.91161108402768	84.91124116583202
675	0.575850382964317	40	14545.7594	84.91163599121662	84.911241165832
679	0.5758501607826542	54	14545.753799999998	84.91157060985348	84.911241165832
683	0.5758496211986158	46	14545.7402	84.91141182664786	84.91124116583202
687	0.5758496529388534	40	14545.741	84.9114211668323	84.911241165832
691	0.5758503194838418	50	14545.7578	84.91161731082458	84.911241165832
695	0.575850393544396	44	14545.759666666666	84.9116391046155	84.91124116583202
699	0.5758497005492096	46	14545.742199999998	84.91143517710992	84.91124116583202
703	0.575850408356507	74	14545.76004	84.91164346337402	84.91124116583202
707	0.5758504186720842	63	14545.7603	84.91164649893804	84.91124116583202
711	0.5758508082835002	51	14545.77012	84.91176114989626	84.91124116583202
715	0.575850499345188	68	14545.762333333332	84.91167023860734	84.911241165832
719	0.5758508636021998	58	14545.771514285714	84.91177742853728	84.91124116583202
723	0.5758507765432626	44	14545.76932	84.91175180969308	84.911241165832
727	0.5758507638471676	50	14545.769	84.91174807361198	84.91124116583202
731	0.5758508828730584	57	14545.772	84.91178309937568	84.91124116583202
735	0.5758501978129312	55	14545.754733333334	84.91158150674562	84.91124116583202
739	0.5758506474662964	59	14545.766066666666	84.91171382620554	84.91124116583202
743	0.5758501184623374	48	14545.752733333332	84.91155815626336	84.91124116583198
747	0.5758501819428124	43	14545.754333333332	84.9115768366489	84.91124116583202
751	0.5758501925228916	40	14545.7546	84.9115799500467	84.91124116583202
755	0.5758500179515852	56	14545.750199999998	84.9115285789905	84.91124116583202
759	0.5758502242631292	45	14545.7554	84.9115892902404	84.91124116583202
763	0.5758496529388534	46	14545.741	84.9114211668323	84.911241165832
767	0.5758497878348628	35	14545.7444	84.91146086262198	84.911241165832
771	0.575850097302179	43	14545.752199999998	84.91155192946864	84.91124116583198
775	0.5758504067694952	41	14545.76	84.91164299636418	84.91124116583202
779	0.5758503670941982	43	14545.759	84.91163132111842	84.91124116583202
783	0.5758499438910308	57	14545.748333333332	84.91150678521378	84.91124116583202
787	0.5758500417567632	51	14545.7508	84.9115355841336	84.911241165832
791	0.5758499386009912	44	14545.7482	84.91150522851554	84.91124116583202
795	0.5758502824535648	49	14545.756866666666	84.9116064139302	84.911241165832
799	0.5758501607826542	46	14545.753799999998	84.91157060985348	84.911241165832
803	0.5758501131722978	57	14545.7526	84.91155659956468	84.91124116583202
807	0.5758499227308724	52	14545.7478	84.91150055842094	84.911241165832
811	0.5758499068607538	51	14545.7474	84.91149588832648	84.91124116583202
815	0.5758502287974488	52	14545.755514285714	84.91159062455382	84.911241165832
819	0.575850033821704	49	14545.7506	84.91153324908586	84.91124116583198
823	0.5758500428903432	45	14545.750828571428	84.91153591771184	84.911241165832
827	0.5758500179515852	43	14545.750199999998	84.9115285789905	84.91124116583202
831	0.575849760855661	46	14545.743719999998	84.9114529234633	84.91124116583202
835	0.5758501925228916	58	14545.7546	84.9115799500467	84.91124116583202
839	0.5758506315961778	61	14545.765666666666	84.9117091561052	84.91124116583202
843	0.5758508855180782	43	14545.772066666666	84.91178387772608	84.91124116583202
847	0.5758508551003504	55	14545.771299999998	84.91177492669684	84.91124116583204
851	0.575850382964317	38	14545.7594	84.91163599121662	84.911241165832
855	0.575850279808545	51	14545.7568	84.9116056355806	84.91124116583202
859	0.5758502287974488	52	14545.755514285714	84.91159062455382	84.911241165832
863	0.5758501766527728	45	14545.7542	84.91157527995004	84.91124116583202
867	0.5758500867220998	44	14545.751933333332	84.91154881607136	84.91124116583202
871	0.5758498962806744	54	14545.747133333332	84.91149277493022	84.91124116583202
875	0.5758503670941982	48	14545.759	84.91163132111842	84.91124116583202
879	0.5758501988709392	53	14545.75476	84.91158181808538	84.911241165832
883	0.575849811640041	40	14545.744999999998	84.9114678677623	84.91124116583202
887	0.575849642358774	48	14545.740733333332	84.91141805343742	84.91124116583202
891	0.5758500219191148	61	14545.7503	84.91152974651432	84.91124116583198
895	0.5758498328001994	48	14545.745533333332	84.91147409455392	84.91124116583204

Error Parameters
startMS: 1
stopMS: 1
fitSlope: 9.987317375025064e-10
fitSlope [#/s]: 8.939696671351106e-10
fitShift: 0.575849697051351
tEffBlock: 3.997765363128492
tEffStart: 0
tEffStop: 895
tFitStdev: 8.949478943476402e-07
blockSum: 10900
blockCnt: 224

List of B
MS	B	Peak(us)	Intensity	Mode
1	0.5758496085025206	14545.73988	48	START	ch1
2	0.5758496085025206	14545.73988	48	START	ch1
3	0.5758496085025206	14545.747599999998	55	1-0	ch1
4	0.5758496850758438	14545.747599999998	55	1-0	ch1
5	0.5758497616491668	14545.747599999998	55	1-0	ch1
6	0.57584983822249	14545.747599999998	55	1-0	ch1
7	0.575849914795813	14545.7544	41	2-4	ch1
8	0.5758499822438178	14545.7544	41	2-4	ch1
9	0.5758500496918226	14545.7544	41	2-4	ch1
10	0.5758501171398276	14545.7544	41	2-4	ch1
11	0.5758501845878322	14545.7498	54	3-8	ch1
12	0.5758501389612408	14545.7498	54	3-8	ch1
13	0.5758500933346492	14545.7498	54	3-8	ch1
14	0.5758500477080578	14545.7498	54	3-8	ch1
15	0.5758500020814664	14545.7413	51	4-12	ch1
16	0.5758499177714604	14545.7413	51	4-12	ch1
17	0.5758498334614544	14545.7413	51	4-12	ch1
18	0.5758497491514484	14545.7413	51	4-12	ch1
19	0.5758496648414424	14545.7336	43	5-16	ch1
20	0.5758495884664958	14545.7336	43	5-16	ch1
21	0.5758495120915492	14545.7336	43	5-16	ch1
22	0.5758494357166026	14545.7336	43	5-16	ch1
23	0.5758493593416558	14545.737799999998	35	6-20	ch1
24	0.5758494010007176	14545.737799999998	35	6-20	ch1
25	0.5758494426597794	14545.737799999998	35	6-20	ch1
26	0.5758494843188412	14545.737799999998	35	6-20	ch1
27	0.575849525977903	14545.756466666666	58	7-24	ch1
28	0.5758497111292886	14545.756466666666	58	7-24	ch1
29	0.5758498962806744	14545.756466666666	58	7-24	ch1
30	0.5758500814320602	14545.756466666666	58	7-24	ch1
31	0.5758502665834458	14545.754799999998	45	8-28	ch1
32	0.5758502500520722	14545.754799999998	45	8-28	ch1
33	0.5758502335206984	14545.754799999998	45	8-28	ch1
34	0.5758502169893248	14545.754799999998	45	8-28	ch1
35	0.5758502004579512	14545.753799999998	55	9-32	ch1
36	0.5758501905391268	14545.753799999998	55	9-32	ch1
37	0.5758501806203026	14545.753799999998	55	9-32	ch1
38	0.5758501707014784	14545.753799999998	55	9-32	ch1
39	0.5758501607826542	14545.756866666666	55	10-36	ch1
40	0.5758501912003818	14545.756866666666	55	10-36	ch1
41	0.5758502216181094	14545.756866666666	55	10-36	ch1
42	0.5758502520358372	14545.756866666666	55	10-36	ch1
43	0.5758502824535648	14545.7528	63	11-40	ch1
44	0.5758502421170128	14545.7528	63	11-40	ch1
45	0.575850201780461	14545.7528	63	11-40	ch1
46	0.575850161443909	14545.7528	63	11-40	ch1
47	0.5758501211073572	14545.752199999998	45	12-44	ch1
48	0.5758501151560628	14545.752199999998	45	12-44	ch1
49	0.5758501092047682	14545.752199999998	45	12-44	ch1
50	0.5758501032534736	14545.752199999998	45	12-44	ch1
51	0.575850097302179	14545.7438	37	13-48	ch1
52	0.5758500139840554	14545.7438	37	13-48	ch1
53	0.5758499306659318	14545.7438	37	13-48	ch1
54	0.5758498473478082	14545.7438	37	13-48	ch1
55	0.5758497640296848	14545.7398	53	14-52	ch1
56	0.5758497243543878	14545.7398	53	14-52	ch1
57	0.5758496846790908	14545.7398	53	14-52	ch1
58	0.575849645003794	14545.7398	53	14-52	ch1
59	0.575849605328497	14545.7452	51	15-56	ch1
60	0.5758496588901478	14545.7452	51	15-56	ch1
61	0.5758497124517986	14545.7452	51	15-56	ch1
62	0.5758497660134496	14545.7452	51	15-56	ch1
63	0.5758498195751004	14545.7472	49	16-60	ch1
64	0.575849839412749	14545.7472	49	16-60	ch1
65	0.5758498592503974	14545.7472	49	16-60	ch1
66	0.5758498790880458	14545.7472	49	16-60	ch1
67	0.5758498989256944	14545.740733333332	46	17-64	ch1
68	0.5758498347839642	14545.740733333332	46	17-64	ch1
69	0.5758497706422342	14545.740733333332	46	17-64	ch1
70	0.5758497065005042	14545.740733333332	46	17-64	ch1
71	0.575849642358774	14545.74388	43	18-68	ch1
72	0.5758496735700076	14545.74388	43	18-68	ch1
73	0.5758497047812412	14545.74388	43	18-68	ch1
74	0.5758497359924748	14545.74388	43	18-68	ch1
75	0.5758497672037084	14545.742333333332	42	19-72	ch1
76	0.5758497518625936	14545.742333333332	42	19-72	ch1
77	0.5758497365214788	14545.742333333332	42	19-72	ch1
78	0.575849721180364	14545.742333333332	42	19-72	ch1
79	0.5758497058392492	14545.73172	51	20-76	ch1
80	0.5758496005674614	14545.73172	51	20-76	ch1
81	0.5758494952956734	14545.73172	51	20-76	ch1
82	0.5758493900238856	14545.73172	51	20-76	ch1
83	0.5758492847520976	14545.711099999998	47	21-80	ch1
84	0.575849080225942	14545.711099999998	47	21-80	ch1
85	0.5758488756997862	14545.711099999998	47	21-80	ch1
86	0.5758486711736304	14545.711099999998	47	21-80	ch1
87	0.5758484666474748	14545.716199999998	44	22-84	ch1
88	0.5758485172334784	14545.716199999998	44	22-84	ch1
89	0.575848567819482	14545.716199999998	44	22-84	ch1
90	0.5758486184054856	14545.716199999998	44	22-84	ch1
91	0.5758486689914892	14545.714199999998	50	23-88	ch1
92	0.5758486491538406	14545.714199999998	50	23-88	ch1
93	0.5758486293161922	14545.714199999998	50	23-88	ch1
94	0.5758486094785438	14545.714199999998	50	23-88	ch1
95	0.5758485896408952	14545.721	42	24-92	ch1
96	0.5758486570889002	14545.721	42	24-92	ch1
97	0.5758487245369048	14545.721	42	24-92	ch1
98	0.5758487919849096	14545.721	42	24-92	ch1
99	0.5758488594329144	14545.72372	39	25-96	ch1
100	0.5758488864121164	14545.72372	39	25-96	ch1
101	0.5758489133913184	14545.72372	39	25-96	ch1
102	0.5758489403705204	14545.72372	39	25-96	ch1
103	0.5758489673497222	14545.729	46	26-100	ch1
104	0.5758490197211142	14545.729	46	26-100	ch1
105	0.575849072092506	14545.729	46	26-100	ch1
106	0.575849124463898	14545.729	46	26-100	ch1
107	0.57584917683529	14545.7222	54	27-104	ch1
108	0.5758491093872852	14545.7222	54	27-104	ch1
109	0.5758490419392804	14545.7222	54	27-104	ch1
110	0.5758489744912758	14545.7222	54	27-104	ch1
111	0.575848907043271	14545.7298	44	28-108	ch1
112	0.575848982426335	14545.7298	44	28-108	ch1
113	0.5758490578093992	14545.7298	44	28-108	ch1
114	0.5758491331924632	14545.7298	44	28-108	ch1
115	0.5758492085755274	14545.733	37	29-112	ch1
116	0.575849240315765	14545.733	37	29-112	ch1
117	0.5758492720560026	14545.733	37	29-112	ch1
118	0.5758493037962402	14545.733	37	29-112	ch1
119	0.5758493355364778	14545.723933333332	47	30-116	ch1
120	0.5758492456058046	14545.723933333332	47	30-116	ch1
121	0.5758491556751316	14545.723933333332	47	30-116	ch1
122	0.5758490657444586	14545.723933333332	47	30-116	ch1
123	0.5758489758137856	14545.720733333334	39	31-120	ch1
124	0.575848944073548	14545.720733333334	39	31-120	ch1
125	0.5758489123333104	14545.720733333334	39	31-120	ch1
126	0.5758488805930728	14545.720733333334	39	31-120	ch1
127	0.5758488488528354	14545.72676	38	32-124	ch1
128	0.5758489086302828	14545.72676	38	32-124	ch1
129	0.57584896840773	14545.72676	38	32-124	ch1
130	0.5758490281851774	14545.72676	38	32-124	ch1
131	0.5758490879626248	14545.736519999998	47	33-128	ch1
132	0.5758491847703494	14545.736519999998	47	33-128	ch1
133	0.575849281578074	14545.736519999998	47	33-128	ch1
134	0.5758493783857984	14545.736519999998	47	33-128	ch1
135	0.575849475193523	14545.732199999998	54	34-132	ch1
136	0.5758494323442024	14545.732199999998	54	34-132	ch1
137	0.5758493894948816	14545.732199999998	54	34-132	ch1
138	0.5758493466455608	14545.732199999998	54	34-132	ch1
139	0.5758493037962402	14545.725533333332	41	35-136	ch1
140	0.5758492376707454	14545.725533333332	41	35-136	ch1
141	0.5758491715452504	14545.725533333332	41	35-136	ch1
142	0.5758491054197556	14545.725533333332	41	35-136	ch1
143	0.5758490392942606	14545.717933333334	53	36-140	ch1
144	0.5758489639111964	14545.717933333334	53	36-140	ch1
145	0.5758488885281322	14545.717933333334	53	36-140	ch1
146	0.5758488131450682	14545.717933333334	53	36-140	ch1
147	0.5758487377620038	14545.721533333334	52	37-144	ch1
148	0.575848773469771	14545.721533333334	52	37-144	ch1
149	0.5758488091775384	14545.721533333334	52	37-144	ch1
150	0.5758488448853056	14545.721533333334	52	37-144	ch1
151	0.5758488805930728	14545.72516	56	38-148	ch1
152	0.575848916565342	14545.72516	56	38-148	ch1
153	0.5758489525376114	14545.72516	56	38-148	ch1
154	0.5758489885098806	14545.72516	56	38-148	ch1
155	0.5758490244821498	14545.725666666666	55	39-152	ch1
156	0.5758490295076872	14545.725666666666	55	39-152	ch1
157	0.575849034533225	14545.725666666666	55	39-152	ch1
158	0.5758490395587626	14545.725666666666	55	39-152	ch1
159	0.5758490445843002	14545.729457142856	54	40-156	ch1
160	0.5758490821813672	14545.729457142856	54	40-156	ch1
161	0.5758491197784344	14545.729457142856	54	40-156	ch1
162	0.5758491573755016	14545.729457142856	54	40-156	ch1
163	0.5758491949725686	14545.728599999998	45	41-160	ch1
164	0.5758491864707192	14545.728599999998	45	41-160	ch1
165	0.5758491779688698	14545.728599999998	45	41-160	ch1
166	0.5758491694670206	14545.728599999998	45	41-160	ch1
167	0.5758491609651712	14545.71684	44	42-164	ch1
168	0.5758490443197982	14545.71684	44	42-164	ch1
169	0.5758489276744252	14545.71684	44	42-164	ch1
170	0.5758488110290522	14545.71684	44	42-164	ch1
171	0.5758486943836792	14545.716733333332	46	43-168	ch1
172	0.5758486933256712	14545.716733333332	46	43-168	ch1
173	0.5758486922676634	14545.716733333332	46	43-168	ch1
174	0.5758486912096554	14545.716733333332	46	43-168	ch1
175	0.5758486901516476	14545.7212	53	44-172	ch1
176	0.5758487344557292	14545.7212	53	44-172	ch1
177	0.5758487787598108	14545.7212	53	44-172	ch1
178	0.5758488230638924	14545.7212	53	44-172	ch1
179	0.575848867367974	14545.727879999998	55	45-176	ch1
180	0.5758489336257198	14545.727879999998	55	45-176	ch1
181	0.5758489998834656	14545.727879999998	55	45-176	ch1
182	0.5758490661412116	14545.727879999998	55	45-176	ch1
183	0.5758491323989574	14545.71812	44	46-180	ch1
184	0.5758490355912328	14545.71812	44	46-180	ch1
185	0.5758489387835084	14545.71812	44	46-180	ch1
186	0.5758488419757838	14545.71812	44	46-180	ch1
187	0.5758487451680594	14545.7194	66	47-184	ch1
188	0.5758487578641542	14545.7194	66	47-184	ch1
189	0.5758487705602494	14545.7194	66	47-184	ch1
190	0.5758487832563444	14545.7194	66	47-184	ch1
191	0.5758487959524394	14545.717799999998	44	48-188	ch1
192	0.5758487800823206	14545.717799999998	44	48-188	ch1
193	0.5758487642122018	14545.717799999998	44	48-188	ch1
194	0.575848748342083	14545.717799999998	44	48-188	ch1
