Filename: Z:\2020-12-20\2020-12-20_055 76Sr with beam merging _ RT100_T846 - clipped_MS100.tof
Analyze-time: Fri Feb 19 17:31:40 2021

Range: 61
Start Peak: 6199
Block size: 8
Block-Min: 0
Int-Max: 0
Peak mass: Rb85:-1e
Treshold: 0
Method: Gaussian Mean
a: 0.08554320834809824
t0: -0.174931057477
b: 0.575849041251
T: 800

Area1: 1 - 896

B Positions (center Block):
MS	B	Intensity	Peakposition (us)	Peakposition alt (u)	Peakposition corrected (u)	Fit Sigma (us)	Fit Amplitude
205	0.5758491342051184	93	14545.727925523568	84.91126851936976	84.91124116583204	0.007217333235080146	7.037154922385808
213	0.5758497743225052	95	14545.744059426422	84.91145688634596	84.91124116583202	0.00848014880555355	6.703097550936424
221	0.575849335735769	99	14545.733005023058	84.91132782365618	84.911241165832	0.00799945405842413	7.622696759685178
229	0.5758496679730012	71	14545.741378929688	84.91142559092396	84.91124116583202	0.008091960685869484	4.954800820203592
237	0.5758500314997852	94	14545.750541476968	84.91153256581552	84.91124116583202	0.008400883061936876	6.841948621454002
245	0.5758503455398002	108	14545.758456730012	84.91162497830816	84.911241165832	0.01454486275576274	4.5529208048206
253	0.5758503591123092	116	14545.758798819678	84.91162897228882	84.91124116583202	0.00674820233601561	9.5827132143571
261	0.5758501007470312	87	14545.752286826124	84.9115529431845	84.91124116583198	0.005378449368695186	8.959219714529684
269	0.5758507509391726	85	14545.768674659148	84.91174427517514	84.91124116583202	0.007872425051910008	6.386524361486374
277	0.5758501049477964	104	14545.752392704734	84.91155417934266	84.91124116583202	0.009965448844430376	6.144892336809706
285	0.575850605500986	98	14545.76500894779	84.9117014770726	84.91124116583202	0.007082385354100824	8.148965165086758
293	0.5758505686517946	95	14545.76408017865	84.91169063346088	84.91124116583202	0.008210358979493158	6.640255790809968
301	0.5758510791703206	112	14545.77694759403	84.91184086381128	84.91124116583202	0.006138634753284014	10.472457056190258
309	0.5758502916113114	107	14545.75709748401	84.91160910877892	84.91124116583202	0.00877665576542829	7.22439174401783
317	0.5758503994802514	104	14545.759816277526	84.91164085135908	84.91124116583202	0.010031574272536974	6.526180533554022
325	0.5758504101287222	92	14545.760084667974	84.91164398488364	84.91124116583202	0.006516323668514778	7.854217509732126
333	0.5758504858987576	94	14545.761994421432	84.91166628172688	84.91124116583198	0.008594301623090238	6.19659937880258
341	0.5758502848059868	98	14545.756925958526	84.91160710617708	84.911241165832	0.005688000088373772	8.47624733595729
349	0.5758505463379714	104	14545.763517767656	84.9116840671724	84.911241165832	0.008282483497241856	7.218225563012654
357	0.575850500158043	86	14545.762353821018	84.91167047780614	84.91124116583198	0.006087158716779528	7.833484401270734
365	0.5758511508578158	113	14545.77875444869	84.91186195931006	84.91124116583202	0.007121710606586766	8.59053037160243
373	0.5758508329232208	109	14545.770741034312	84.9117684006299	84.91124116583202	0.008389922832937506	7.432219997266324
381	0.5758509509031088	94	14545.773714670226	84.91180311859034	84.91124116583204	0.009379752967817746	5.997839101223734
389	0.5758508995907484	103	14545.772421362692	84.91178801889296	84.91124116583198	0.012235767218048938	5.27250566769756
397	0.5758509307506342	104	14545.773206735158	84.9117971883179	84.91124116583198	0.007263467783842808	7.874244088490086
405	0.5758509926666494	96	14545.774767303574	84.9118154083558	84.911241165832	0.00923064345510823	6.258568291850482
413	0.5758508336973616	105	14545.770760546216	84.91176862843636	84.911241165832	0.00789586219353938	7.202254236301412
421	0.5758511342499666	101	14545.778335854488	84.91185707211352	84.91124116583202	0.006570455681514376	9.243803273774332
429	0.5758509148730922	104	14545.77280654806	84.91179251603086	84.91124116583202	0.010919289871215484	5.54464614712149
437	0.5758501709965518	97	14545.75405743721	84.91157361549506	84.91124116583204	0.008971109289054468	6.42698130687991
445	0.5758502895585772	99	14545.757045745666	84.91160850472114	84.91124116583198	0.012254364037567934	5.149124330850722
453	0.5758509570183262	109	14545.773868801836	84.91180491811652	84.911241165832	0.006713345360515718	9.10779078189891
461	0.5758506734364406	110	14545.766721233766	84.9117214684409	84.911241165832	0.007931251639156842	8.443856484111002
469	0.5758504130876452	80	14545.760159246444	84.9116448556056	84.911241165832	0.006816039472581356	6.57744598947635
477	0.575850296878188	91	14545.75723023353	84.91161065866194	84.91124116583198	0.003350536367768002	11.363084468803188
485	0.575850494423132	90	14545.76220927488	84.91166879019414	84.91124116583202	0.00933863733033243	5.59331478157913
493	0.5758505187895492	98	14545.762823420682	84.91167596049878	84.911241165832	0.010746832788652114	5.03276664989493
501	0.5758509142462736	105	14545.772790749346	84.91179233157682	84.91124116583198	0.00713918280205748	8.696731429531268
509	0.5758506543255044	96	14545.766239550258	84.91171584466488	84.91124116583202	0.014071227124723902	4.183370357840718
517	0.5758504202075804	100	14545.760338701564	84.91164695078834	84.911241165832	0.00764519066567794	7.885606606037274
525	0.575850058585888	103	14545.751224171362	84.91154053643562	84.91124116583202	0.00859039343171912	6.620727775264042
533	0.5758503148519768	96	14545.757683255694	84.91161594780628	84.911241165832	0.006719357403158148	8.608803734650444
541	0.5758503932867444	89	14545.759660172658	84.91163902879634	84.91124116583202	0.006348989765241706	7.725205804482638
549	0.575850651271918	97	14545.766162585834	84.91171494608592	84.91124116583206	0.009132253368470362	6.061256767136314
557	0.5758504768578472	100	14545.7617665489	84.91166362125866	84.91124116583204	0.008718033629931448	7.310288967054332
565	0.5758502247446882	103	14545.7554121375	84.91158943194864	84.911241165832	0.006227189872811102	9.644997568861196
573	0.5758506886108956	86	14545.76710369984	84.91172593382858	84.911241165832	0.009826732444198378	4.966680280274548
581	0.5758505458213506	96	14545.763504746434	84.91168391514638	84.91124116583202	0.014488680017132044	4.160856321030766
589	0.5758500380493166	93	14545.75070655529	84.9115344931443	84.911241165832	0.00904988913523809	6.108984269683912
597	0.5758504426161246	98	14545.760903499968	84.911653544949	84.911241165832	0.00764555669676127	7.040012513568538
605	0.5758506510672774	88	14545.76615742795	84.91171488586632	84.91124116583202	0.012144068732447868	4.685728420012828
613	0.575850457948851	99	14545.76128995521	84.91165805690942	84.91124116583202	0.010830310733998564	5.79156991980572
621	0.5758507792605582	100	14545.76938848835	84.91175260931196	84.91124116583202	0.014777527356938284	4.296698296634397
629	0.5758501054218206	85	14545.75240465232	84.9115543188336	84.91124116583202	-0.008608003085886072	6.048489923757456
637	0.5758507276774228	90	14545.768088356044	84.91173742993814	84.91124116583204	0.01297510631536602	4.408591166432254
645	0.5758506121499948	87	14545.765176533398	84.91170343367652	84.91124116583202	0.013904073300557234	3.888435180154922
653	0.575850310494992	96	14545.757573439636	84.911614665677	84.91124116583204	0.008112712308991964	7.180147631916282
661	0.5758500602830454	100	14545.751266947532	84.91154103585762	84.91124116583198	0.00618727726881259	8.840927614285478
669	0.5758505316533652	99	14545.763147648024	84.91167974593358	84.911241165832	0.009634849957540414	6.243682707572646
677	0.57585023752335	94	14545.755734218564	84.91159319232322	84.911241165832	0.009092906595075954	6.130800071867086
685	0.5758496462506332	86	14545.740831426086	84.91141919869294	84.911241165832	0.006056092795610002	7.506784738666066
693	0.5758503561133476	96	14545.75872323205	84.91162808978472	84.911241165832	0.006549275589347242	7.234498316212158
701	0.5758501473820132	120	14545.753462242202	84.91156666644982	84.91124116583204	0.013958678277286474	5.59268243961758
709	0.5758504527671394	114	14545.761159352238	84.91165653208746	84.91124116583202	0.00733580457868533	8.053977268162158
717	0.5758506760760166	127	14545.766787763224	84.91172224518908	84.911241165832	0.010061797003341204	7.640615987497028
725	0.5758507574849334	94	14545.76883964243	84.91174620139672	84.91124116583202	0.00665918753586334	7.84348955461474
733	0.5758505408294262	114	14545.763378926974	84.91168244617288	84.91124116583202	0.01283133682066343	5.465628732416004
741	0.5758504549281432	108	14545.761213819472	84.91165716800588	84.911241165832	0.011969105630034906	5.276036016371666
749	0.575850179860751	84	14545.75428085581	84.91157622396114	84.91124116583204	0.00777648655165898	6.14291006195664
757	0.575850135397716	101	14545.753160182784	84.91156313983336	84.911241165832	0.00742307560601588	8.241356077871154
765	0.5758496694031326	82	14545.74141497558	84.9114260117681	84.911241165832	0.008110928526195524	5.71008520116654
773	0.5758501947420788	84	14545.75465593372	84.9115806030864	84.91124116583198	0.007977396367519894	5.96522039190958
781	0.5758501037268454	101	14545.752361931146	84.91155382005364	84.91124116583202	0.009309372199381082	6.581153096520436
789	0.5758499786769444	95	14545.749210098382	84.91151702165364	84.91124116583202	0.009998010085869664	5.829512166069434
797	0.5758502433676884	96	14545.755881522776	84.91159491213566	84.911241165832	0.006526541341553086	8.14350932720479
805	0.5758499907127308	109	14545.749513455566	84.91152056342082	84.91124116583202	0.009462246032992334	7.05941886865618
813	0.5758500714567538	105	14545.751548576386	84.91154432394188	84.911241165832	0.010045249017380662	6.234549277383514
821	0.5758500173934394	95	14545.75018593216	84.91152841474512	84.91124116583202	0.00688293561818021	8.250254517059318
829	0.575849854259444	89	14545.746074205014	84.91148040935778	84.91124116583202	0.010724433644489522	4.63862214128503
837	0.5758504629596462	119	14545.761416250298	84.9116595314358	84.91124116583202	0.010282775953011496	7.105952914336978
845	0.5758508657264754	98	14545.77156782723	84.91177805364816	84.91124116583202	0.008460267135813782	7.134609376072968
853	0.575850334193606	89	14545.758170753724	84.911621639465	84.91124116583206	0.0088307418232705	6.187266316595142
861	0.5758502104271194	97	14545.755051268902	84.91158521872032	84.91124116583202	0.007447365596580398	7.608277106395802
869	0.5758499535381986	98	14545.74857648634	84.91150962408274	84.91124116583202	0.007458721565723616	7.444466207912896
877	0.575850259955922	102	14545.756299622572	84.91159979355236	84.91124116583198	0.008287836177758624	7.409412057355242
885	0.575849681794356	90	14545.74172729141	84.91142965812766	84.91124116583202	0.008457871745044226	6.10755452260111
893	0.5758499562142038	109	14545.74864393398	84.91151041154992	84.91124116583202	0.006171751290195582	9.916557718456942

Error Parameters
startMS: 1
stopMS: 1
fitSlope: 9.879543024600078e-10
fitSlope [#/s]: 8.84322732271895e-10
fitShift: 0.575849699312001
tEffBlock: 7.993296089385476
tEffStart: 0
tEffStop: 895
tFitStdev: 8.6907165497707e-07
blockSum: 10976
blockCnt: 112

List of B
MS	B	Peak(us)	Intensity	Mode
1	0.5758496942354524	14545.742040864274	103	START	ch1
2	0.5758496942354524	14545.742040864274	103	START	ch1
3	0.5758496942354524	14545.742040864274	103	START	ch1
4	0.5758496942354524	14545.742040864274	103	START	ch1
5	0.5758496942354526	14545.75123877006	97	1-0	ch1
6	0.575849739851658	14545.75123877006	97	1-0	ch1
7	0.5758497854678634	14545.75123877006	97	1-0	ch1
8	0.5758498310840688	14545.75123877006	97	1-0	ch1
9	0.5758498767002742	14545.75123877006	97	1-0	ch1
10	0.5758499223164796	14545.75123877006	97	1-0	ch1
11	0.575849967932685	14545.75123877006	97	1-0	ch1
12	0.5758500135488904	14545.75123877006	97	1-0	ch1
13	0.5758500591650958	14545.738177855366	95	2-8	ch1
14	0.5758499943906372	14545.738177855366	95	2-8	ch1
15	0.5758499296161786	14545.738177855366	95	2-8	ch1
16	0.5758498648417198	14545.738177855366	95	2-8	ch1
17	0.5758498000672614	14545.738177855366	95	2-8	ch1
18	0.5758497352928028	14545.738177855366	95	2-8	ch1
19	0.575849670518344	14545.738177855366	95	2-8	ch1
20	0.5758496057438854	14545.738177855366	95	2-8	ch1
21	0.575849540969427	14545.752876145546	94	3-16	ch1
22	0.5758496138643054	14545.752876145546	94	3-16	ch1
23	0.5758496867591838	14545.752876145546	94	3-16	ch1
24	0.5758497596540622	14545.752876145546	94	3-16	ch1
25	0.5758498325489406	14545.752876145546	94	3-16	ch1
26	0.5758499054438192	14545.752876145546	94	3-16	ch1
27	0.5758499783386974	14545.752876145546	94	3-16	ch1
28	0.575850051233576	14545.752876145546	94	3-16	ch1
29	0.5758501241284544	14545.754133874042	102	4-24	ch1
30	0.5758501303660482	14545.754133874042	102	4-24	ch1
31	0.5758501366036422	14545.754133874042	102	4-24	ch1
32	0.5758501428412362	14545.754133874042	102	4-24	ch1
33	0.57585014907883	14545.754133874042	102	4-24	ch1
34	0.575850155316424	14545.754133874042	102	4-24	ch1
35	0.575850161554018	14545.754133874042	102	4-24	ch1
36	0.575850167791612	14545.754133874042	102	4-24	ch1
37	0.5758501740292058	14545.75444296908	118	5-32	ch1
38	0.5758501755621356	14545.75444296908	118	5-32	ch1
39	0.5758501770950652	14545.75444296908	118	5-32	ch1
40	0.5758501786279948	14545.75444296908	118	5-32	ch1
41	0.5758501801609246	14545.75444296908	118	5-32	ch1
42	0.5758501816938542	14545.75444296908	118	5-32	ch1
43	0.5758501832267838	14545.75444296908	118	5-32	ch1
44	0.5758501847597136	14545.75444296908	118	5-32	ch1
45	0.5758501862926434	14545.75012556076	82	6-40	ch1
46	0.5758501648808362	14545.75012556076	82	6-40	ch1
47	0.5758501434690292	14545.75012556076	82	6-40	ch1
48	0.575850122057222	14545.75012556076	82	6-40	ch1
49	0.5758501006454148	14545.75012556076	82	6-40	ch1
50	0.5758500792336076	14545.75012556076	82	6-40	ch1
51	0.5758500578218004	14545.75012556076	82	6-40	ch1
52	0.5758500364099934	14545.75012556076	82	6-40	ch1
53	0.5758500149981862	14545.741485451428	104	7-48	ch1
54	0.5758499721483234	14545.741485451428	104	7-48	ch1
55	0.5758499292984606	14545.741485451428	104	7-48	ch1
56	0.5758498864485976	14545.741485451428	104	7-48	ch1
57	0.5758498435987346	14545.741485451428	104	7-48	ch1
58	0.5758498007488718	14545.741485451428	104	7-48	ch1
59	0.5758497578990088	14545.741485451428	104	7-48	ch1
60	0.5758497150491458	14545.741485451428	104	7-48	ch1
61	0.5758496721992828	14545.744516719598	95	8-56	ch1
62	0.575849687232591	14545.744516719598	95	8-56	ch1
63	0.575849702265899	14545.744516719598	95	8-56	ch1
64	0.5758497172992072	14545.744516719598	95	8-56	ch1
65	0.5758497323325152	14545.744516719598	95	8-56	ch1
66	0.5758497473658232	14545.744516719598	95	8-56	ch1
67	0.5758497623991314	14545.744516719598	95	8-56	ch1
68	0.5758497774324394	14545.744516719598	95	8-56	ch1
69	0.5758497924657476	14545.743649380608	85	9-64	ch1
70	0.575849788164256	14545.743649380608	85	9-64	ch1
71	0.5758497838627646	14545.743649380608	85	9-64	ch1
72	0.575849779561273	14545.743649380608	85	9-64	ch1
73	0.5758497752597816	14545.743649380608	85	9-64	ch1
74	0.57584977095829	14545.743649380608	85	9-64	ch1
75	0.5758497666567986	14545.743649380608	85	9-64	ch1
76	0.575849762355307	14545.743649380608	85	9-64	ch1
77	0.5758497580538156	14545.72203774438	99	10-72	ch1
78	0.575849650872805	14545.72203774438	99	10-72	ch1
79	0.5758495436917944	14545.72203774438	99	10-72	ch1
80	0.575849436510784	14545.72203774438	99	10-72	ch1
81	0.5758493293297734	14545.72203774438	99	10-72	ch1
82	0.5758492221487628	14545.72203774438	99	10-72	ch1
83	0.5758491149677522	14545.72203774438	99	10-72	ch1
84	0.5758490077867416	14545.72203774438	99	10-72	ch1
85	0.5758489006057308	14545.714753996358	96	11-80	ch1
86	0.5758488644826226	14545.714753996358	96	11-80	ch1
87	0.5758488283595146	14545.714753996358	96	11-80	ch1
88	0.5758487922364062	14545.714753996358	96	11-80	ch1
89	0.575848756113298	14545.714753996358	96	11-80	ch1
90	0.5758487199901898	14545.714753996358	96	11-80	ch1
91	0.5758486838670816	14545.714753996358	96	11-80	ch1
92	0.5758486477439734	14545.714753996358	96	11-80	ch1
93	0.5758486116208652	14545.7223225095	82	12-88	ch1
94	0.575848649156241	14545.7223225095	82	12-88	ch1
95	0.5758486866916168	14545.7223225095	82	12-88	ch1
96	0.5758487242269926	14545.7223225095	82	12-88	ch1
97	0.5758487617623684	14545.7223225095	82	12-88	ch1
98	0.5758487992977442	14545.7223225095	82	12-88	ch1
99	0.57584883683312	14545.7223225095	82	12-88	ch1
100	0.575848874368496	14545.7223225095	82	12-88	ch1
101	0.5758489119038718	14545.725496881038	101	13-96	ch1
102	0.5758489276468882	14545.725496881038	101	13-96	ch1
103	0.575848943389905	14545.725496881038	101	13-96	ch1
104	0.5758489591329216	14545.725496881038	101	13-96	ch1
105	0.5758489748759382	14545.725496881038	101	13-96	ch1
106	0.575848990618955	14545.725496881038	101	13-96	ch1
107	0.5758490063619716	14545.725496881038	101	13-96	ch1
108	0.5758490221049882	14545.725496881038	101	13-96	ch1
109	0.575849037848005	14545.731838851106	81	14-104	ch1
110	0.5758490693004482	14545.731838851106	81	14-104	ch1
111	0.5758491007528914	14545.731838851106	81	14-104	ch1
112	0.5758491322053346	14545.731838851106	81	14-104	ch1
113	0.5758491636577778	14545.731838851106	81	14-104	ch1
114	0.575849195110221	14545.731838851106	81	14-104	ch1
115	0.5758492265626642	14545.731838851106	81	14-104	ch1
116	0.5758492580151074	14545.731838851106	81	14-104	ch1
117	0.5758492894675508	14545.721681173848	86	15-112	ch1
118	0.575849239091443	14545.721681173848	86	15-112	ch1
119	0.5758491887153352	14545.721681173848	86	15-112	ch1
120	0.5758491383392276	14545.721681173848	86	15-112	ch1
121	0.5758490879631198	14545.721681173848	86	15-112	ch1
122	0.5758490375870122	14545.721681173848	86	15-112	ch1
123	0.5758489872109046	14545.721681173848	86	15-112	ch1
124	0.5758489368347968	14545.721681173848	86	15-112	ch1
125	0.575848886458689	14545.731557818932	86	16-120	ch1
126	0.5758489354410424	14545.731557818932	86	16-120	ch1
127	0.5758489844233958	14545.731557818932	86	16-120	ch1
128	0.5758490334057492	14545.731557818932	86	16-120	ch1
129	0.5758490823881024	14545.731557818932	86	16-120	ch1
130	0.5758491313704558	14545.731557818932	86	16-120	ch1
131	0.5758491803528092	14545.731557818932	86	16-120	ch1
132	0.5758492293351624	14545.731557818932	86	16-120	ch1
133	0.5758492783175158	14545.729337971002	96	17-128	ch1
134	0.575849267308375	14545.729337971002	96	17-128	ch1
135	0.5758492562992342	14545.729337971002	96	17-128	ch1
136	0.5758492452900936	14545.729337971002	96	17-128	ch1
137	0.5758492342809528	14545.729337971002	96	17-128	ch1
138	0.5758492232718122	14545.729337971002	96	17-128	ch1
139	0.5758492122626714	14545.729337971002	96	17-128	ch1
140	0.5758492012535308	14545.729337971002	96	17-128	ch1
141	0.57584919024439	14545.71870408886	106	18-136	ch1
142	0.575849137506586	14545.71870408886	106	18-136	ch1
143	0.575849084768782	14545.71870408886	106	18-136	ch1
144	0.575849032030978	14545.71870408886	106	18-136	ch1
145	0.575848979293174	14545.71870408886	106	18-136	ch1
146	0.5758489265553702	14545.71870408886	106	18-136	ch1
147	0.5758488738175662	14545.71870408886	106	18-136	ch1
148	0.5758488210797622	14545.71870408886	106	18-136	ch1
149	0.5758487683419582	14545.725352116292	111	19-144	ch1
150	0.575848801312266	14545.725352116292	111	19-144	ch1
151	0.5758488342825738	14545.725352116292	111	19-144	ch1
152	0.5758488672528816	14545.725352116292	111	19-144	ch1
153	0.5758489002231894	14545.725352116292	111	19-144	ch1
154	0.5758489331934972	14545.725352116292	111	19-144	ch1
155	0.575848966163805	14545.725352116292	111	19-144	ch1
156	0.5758489991341128	14545.725352116292	111	19-144	ch1
157	0.5758490321044206	14545.728911986934	100	20-152	ch1
158	0.5758490497592862	14545.728911986934	100	20-152	ch1
159	0.5758490674141518	14545.728911986934	100	20-152	ch1
160	0.5758490850690174	14545.728911986934	100	20-152	ch1
161	0.575849102723883	14545.728911986934	100	20-152	ch1
162	0.5758491203787486	14545.728911986934	100	20-152	ch1
163	0.5758491380336144	14545.728911986934	100	20-152	ch1
164	0.5758491556884798	14545.728911986934	100	20-152	ch1
165	0.5758491733433456	14545.717039916658	90	21-160	ch1
166	0.5758491144648564	14545.717039916658	90	21-160	ch1
167	0.5758490555863672	14545.717039916658	90	21-160	ch1
168	0.575848996707878	14545.717039916658	90	21-160	ch1
169	0.5758489378293888	14545.717039916658	90	21-160	ch1
170	0.5758488789508996	14545.717039916658	90	21-160	ch1
171	0.5758488200724104	14545.717039916658	90	21-160	ch1
172	0.5758487611939212	14545.717039916658	90	21-160	ch1
173	0.575848702315432	14545.723924753036	109	22-168	ch1
174	0.575848736460173	14545.723924753036	109	22-168	ch1
175	0.575848770604914	14545.723924753036	109	22-168	ch1
176	0.575848804749655	14545.723924753036	109	22-168	ch1
177	0.575848838894396	14545.723924753036	109	22-168	ch1
178	0.5758488730391368	14545.723924753036	109	22-168	ch1
179	0.5758489071838778	14545.723924753036	109	22-168	ch1
180	0.5758489413286188	14545.723924753036	109	22-168	ch1
181	0.5758489754733598	14545.717883037792	111	23-176	ch1
182	0.575848945510004	14545.717883037792	111	23-176	ch1
183	0.5758489155466482	14545.717883037792	111	23-176	ch1
184	0.5758488855832924	14545.717883037792	111	23-176	ch1
185	0.5758488556199366	14545.717883037792	111	23-176	ch1
186	0.5758488256565808	14545.717883037792	111	23-176	ch1
187	0.575848795693225	14545.717883037792	111	23-176	ch1
188	0.5758487657298692	14545.717883037792	111	23-176	ch1
189	0.5758487357665134	14545.715976582226	101	24-184	ch1
190	0.5758487263116144	14545.715976582226	101	24-184	ch1
191	0.5758487168567158	14545.715976582226	101	24-184	ch1
192	0.5758487074018168	14545.715976582226	101	24-184	ch1
193	0.575848697946918	14545.715976582226	101	24-184	ch1
194	0.5758486884920192	14545.715976582226	101	24-184	ch1
195	0.5758486790371202	14545.715976582226	101	24-184	ch1
196	0.5758486695822216	14545.715976582226	101	24-184	ch1
197	0.5758486601273226	14545.727925523568	93	25-192	ch1
198	0.5758487193870472	14545.727925523568	93	25-192	ch1
199	0.5758487786467716	14545.727925523568	93	25-192	ch1
200	0.575848837906496	14545.727925523568	93	25-192	ch1
201	0.5758488971662206	14545.727925523568	93	25-192	ch1
202	0.575848956425945	14545.727925523568	93	25-192	ch1
203	0.5758490156856694	14545.727925523568	93	25-192	ch1
204	0.5758490749453938	14545.727925523568	93	25-192	ch1
205	0.5758491342051184	14545.744059426422	95	26-200	ch1
206	0.5758492142197918	14545.744059426422	95	26-200	ch1
207	0.5758492942344652	14545.744059426422	95	26-200	ch1
208	0.5758493742491384	14545.744059426422	95	26-200	ch1
209	0.5758494542638118	14545.744059426422	95	26-200	ch1
210	0.5758495342784852	14545.744059426422	95	26-200	ch1
211	0.5758496142931584	14545.744059426422	95	26-200	ch1
212	0.5758496943078318	14545.744059426422	95	26-200	ch1
213	0.5758497743225052	14545.733005023058	99	27-208	ch1
214	0.5758497194991632	14545.733005023058	99	27-208	ch1
215	0.5758496646758212	14545.733005023058	99	27-208	ch1
216	0.575849609852479	14545.733005023058	99	27-208	ch1
217	0.575849555029137	14545.733005023058	99	27-208	ch1
218	0.5758495002057952	14545.733005023058	99	27-208	ch1
219	0.575849445382453	14545.733005023058	99	27-208	ch1
220	0.575849390559111	14545.733005023058	99	27-208	ch1
221	0.575849335735769	14545.741378929688	71	28-216	ch1
222	0.575849377265423	14545.741378929688	71	28-216	ch1
223	0.575849418795077	14545.741378929688	71	28-216	ch1
224	0.575849460324731	14545.741378929688	71	28-216	ch1
225	0.575849501854385	14545.741378929688	71	28-216	ch1
226	0.575849543384039	14545.741378929688	71	28-216	ch1
227	0.575849584913693	14545.741378929688	71	28-216	ch1
228	0.575849626443347	14545.741378929688	71	28-216	ch1
229	0.5758496679730012	14545.750541476968	94	29-224	ch1
230	0.5758497134138492	14545.750541476968	94	29-224	ch1
231	0.5758497588546972	14545.750541476968	94	29-224	ch1
232	0.5758498042955452	14545.750541476968	94	29-224	ch1
233	0.5758498497363932	14545.750541476968	94	29-224	ch1
234	0.5758498951772412	14545.750541476968	94	29-224	ch1
235	0.5758499406180894	14545.750541476968	94	29-224	ch1
236	0.5758499860589372	14545.750541476968	94	29-224	ch1
237	0.5758500314997852	14545.758456730012	108	30-232	ch1
238	0.5758500707547872	14545.758456730012	108	30-232	ch1
239	0.575850110009789	14545.758456730012	108	30-232	ch1
240	0.5758501492647908	14545.758456730012	108	30-232	ch1
241	0.5758501885197926	14545.758456730012	108	30-232	ch1
242	0.5758502277747946	14545.758456730012	108	30-232	ch1
243	0.5758502670297964	14545.758456730012	108	30-232	ch1
244	0.5758503062847982	14545.758456730012	108	30-232	ch1
245	0.5758503455398002	14545.758798819678	116	31-240	ch1
246	0.5758503472363638	14545.758798819678	116	31-240	ch1
247	0.5758503489329274	14545.758798819678	116	31-240	ch1
248	0.575850350629491	14545.758798819678	116	31-240	ch1
249	0.5758503523260546	14545.758798819678	116	31-240	ch1
250	0.5758503540226184	14545.758798819678	116	31-240	ch1
251	0.575850355719182	14545.758798819678	116	31-240	ch1
252	0.5758503574157456	14545.758798819678	116	31-240	ch1
253	0.5758503591123092	14545.752286826124	87	32-248	ch1
