Filename: Z:\2020-12-20\2020-12-20_055 76Sr with beam merging _ RT100_T846 - clipped_MS100.tof
Analyze-time: Fri Feb 19 17:35:51 2021

Range: 61
Start Peak: 6188
Block size: 4
Block-Min: 0
Int-Max: 0
Peak mass: Rb85:-1e
Treshold: 0
Method: Gaussian Mean
a: 0.08554320834809824
t0: -0.174931057477
b: 0.575849041251
T: 800

Area1: 1 - 896

B Positions (center Block):
MS	B	Intensity	Peakposition (us)	Peakposition alt (u)	Peakposition corrected (u)	Fit Sigma (us)	Fit Amplitude
595	0.5758504658854384	48	14545.761489993722	84.91166039240852	84.91124116583202	0.011719263956451902	2.755686326349193
599	0.575850414311452	49	14545.760190092008	84.91164521573518	84.91124116583202	0.00704437055478674	3.809623951561477
603	0.5758503214507652	45	14545.757849575514	84.91161788963082	84.91124116583198	0.008327882644518388	3.312548396160592
607	0.5758508870328388	43	14545.772104845598	84.91178432347486	84.91124116583198	0.00919055889898454	2.947976612993001
611	0.5758507047479536	56	14545.767510427936	84.9117306824816	84.91124116583198	0.006168400730010986	4.316199657262868
615	0.5758501781175504	43	14545.754236919132	84.91157571098982	84.911241165832	0.0078780165937081	3.314389830988799
619	0.5758502581524476	47	14545.756254166724	84.91159926284428	84.91124116583204	0.005754239225938632	4.272499553836623
623	0.5758510760697596	53	14545.776869445624	84.91183995140836	84.91124116583198	0.007904700914439636	4.216006989931804
627	0.5758501875566424	37	14545.754474827674	84.91157848862954	84.91124116583202	0.006895239655386004	3.947323036108146
631	0.575850019896604	48	14545.750249023424	84.91152915135066	84.91124116583202	0.009296681030106062	2.814412579408432
635	0.5758502832760272	41	14545.756887396506	84.91160665595612	84.91124116583202	0.00484529313565153	5.502027535658742
639	0.5758509710664844	49	14545.774222880048	84.9118090520708	84.911241165832	0.00737163749042166	3.042999426491775
643	0.57585107334249	44	14545.776800705888	84.91183914885408	84.911241165832	0.0081613252444895	3.430199372901436
647	0.5758503303799396	43	14545.758074631788	84.91162051721788	84.91124116583202	0.007226139587584376	3.437063231165072
651	0.5758503422590022	47	14545.758374038814	84.91162401286816	84.91124116583202	0.00565987388436572	4.982057257579292
655	0.5758540323291468	49	14545.851380781778	84.9127098928356	84.91124116583202	0.008899326011141192	2.732504351312423
659	0.5758418922918308	21	14545.545395993954	84.90913746025336	84.91124116583202	0.006144269824208946	4.007689635228804
683	0.5758460874521684	1	14545.651133333332	84.91037195599052	84.91124116583202	0.006746784147324926	4.37235525126055
687	0.575849631908744	30	14545.740469944502	84.91141497831208	84.911241165832	-0.0002902084674009182	1.0021949801446144
691	0.5758502266918604	51	14545.7554612152	84.9115900049427	84.911241165832	0.03743458943547694	18060525.7404529
695	0.575850369957579	45	14545.75907217037	84.9116321637252	84.91124116583202	0.03743458943547694	18060525.7404529
699	0.575849669325028	46	14545.741413006984	84.91142598878428	84.911241165832	0.03743458943547694	18060525.7404529
703	0.5758503835477808	74	14545.759414705972	84.91163616291246	84.91124116583202	0.03743458943547694	18060525.7404529
707	0.5758504056317006	63	14545.759971322342	84.91164266154546	84.911241165832	0.03743458943547694	18060525.7404529
711	0.5758508369953544	51	14545.770843670808	84.91176959893714	84.91124116583198	0.03743458943547694	18060525.7404529
715	0.5758504544930164	68	14545.76120285228	84.9116570399612	84.91124116583204	0.01964525747291724	0
719	0.5758538404839522	59	14545.846545400332	84.91265343822174	84.91124116583202	0.004003667208731805	4.066508753983397
723	0.57585074390718	42	14545.768497420582	84.91174220587004	84.91124116583202	0.01096828338688328	2.756387049446523
727	0.5758507660667694	50	14545.769055944176	84.9117487267744	84.911241165832	0.004225016251783969	5.16392023772917
731	0.5758508164362794	59	14545.770325487544	84.9117635490156	84.91124116583202	0.008562949289254356	3.214966110228385
735	0.575850168415458	55	14545.753992381774	84.9115728559571	84.91124116583202	0.009445610155712526	4.904204969259538
739	0.575853840041497	60	14545.846534248426	84.91265330801972	84.911241165832	0.003899117477431122	7.992527472226004
743	0.575850196575345	34	14545.754702140462	84.9115811425613	84.91124116583198	0.01200673627829705	2.724294981984895
747	0.5758502128841974	43	14545.755113198572	84.91158594176424	84.911241165832	0.007902981114738108	5.06150022946217
751	0.5758501364312128	41	14545.753186231656	84.9115634439602	84.91124116583202	-0.0003035518251885278	1.016307325185156
755	0.5758500224947966	56	14545.750314509828	84.91152991592004	84.911241165832	0.005816808578981122	4.372668120063074
759	0.5758502429973812	45	14545.755872189334	84.91159480316544	84.91124116583202	0.008036380490777302	3.463153441115568
763	0.5758495995115194	47	14545.739653385404	84.9114054447967	84.91124116583202	0.007387786606914522	4.431900538806934
767	0.5758497603939106	35	14545.743708361766	84.9114527875842	84.91124116583198	0.005265337623764366	5.41037940532011
771	0.5758501079395232	43	14545.752468110006	84.91155505971732	84.911241165832	-0.0002511544596704719	1.0348624983165376
775	0.5758503951590526	41	14545.759707363436	84.9116395797603	84.91124116583202	0.008480755691050728	2.981638920319926
779	0.57585036317537	43	14545.758901227498	84.91163016792524	84.91124116583198	0.007176146240546488	3.403231865914824
783	0.5758499565269994	58	14545.748651817872	84.9115105035962	84.911241165832	0.008425976560341814	2.791602718408714
787	0.5758500494295882	51	14545.750993390484	84.9115378420137	84.91124116583202	0.007235396346907744	4.886494685677588
791	0.5758499115879876	44	14545.74751914804	84.91149727940798	84.911241165832	0.004965931279145126	4.714852766791878
795	0.575850280465609	49	14545.75681656104	84.9116058289348	84.91124116583202	0.008239503000186872	3.352464864082988
799	0.5758501714643828	46	14545.754069228704	84.91157375316358	84.91124116583204	0.007764052528150792	2.476160738021416
803	0.5758500591829664	57	14545.751239220482	84.9115407121377	84.91124116583202	0.005756206830942866	4.579938824775722
807	0.5758499345153746	52	14545.748097023666	84.91150402624248	84.91124116583202	0.008809045845298896	2.347099559888142
811	0.5758498596408824	52	14545.746209842018	84.9114819929517	84.91124116583202	0.009094523326946302	2.990977143927358
815	0.575850217350229	53	14545.75522576311	84.91158725598248	84.91124116583198	0.007661223810204344	4.67159110385557
819	0.5758500045406234	49	14545.749861982068	84.91152463255066	84.911241165832	0.007892536156339358	3.472787261825455
823	0.5758538948535496	46	14545.847915764306	84.91266943765438	84.91124116583202	0.010068199114153082	2.784708526279987
827	0.5758492030001566	25	14545.729659475006	84.91128876363616	84.91124116583202	0.005762669662669352	4.845670099269038
831	0.5758496929737742	46	14545.74200906418	84.91143294789	84.911241165832	0.008059623935732318	3.332121383298963
835	0.5758502100918376	58	14545.755042818258	84.91158512005702	84.91124116583202	0.010671888991166888	3.298142440439173
839	0.5758506075204346	61	14545.765059847182	84.91170207133576	84.91124116583204	0.007964706680603252	3.958888650893192
843	0.5758508773020252	43	14545.771859584336	84.9117814599869	84.911241165832	0.01002097964151731	3.016418233543204
847	0.5758508635308968	55	14545.771512488548	84.9117774075549	84.911241165832	0.005885957711144708	4.810692211111204
851	0.5758504250855624	38	14545.760461649156	84.91164838623178	84.91124116583202	0.006535726125647514	4.436879759950497
855	0.5758502544252088	51	14545.756160223156	84.9115981660303	84.911241165832	0.0005281404675822178	22.27187878116182
859	0.5758502431934162	52	14545.755877130316	84.9115948608526	84.911241165832	0.01987022392806615	4.131720618611166
863	0.5758501484837714	45	14545.753490011574	84.9115669906639	84.91124116583198	0.010459402027810078	2.377118355633968
867	0.5758500427449282	44	14545.7508249063	84.9115358749206	84.91124116583198	0.010959475917757546	3.375565743302743
871	0.5758498373810918	54	14545.745648792894	84.9114754425714	84.911241165832	0.007537739994913356	4.88351166045788
875	0.5758536812974406	49	14545.842533167944	84.91260659414876	84.91124116583202	0.007601866213534588	3.560856448791564
879	0.5758501626649756	52	14545.75384744316	84.91157116376382	84.911241165832	0.009340450980359872	3.595504581663207
883	0.575849769177501	41	14545.743929748652	84.91145537232774	84.91124116583202	0.008230273019255524	2.826866696691974
887	0.5758496259735136	49	14545.740320349392	84.91141323175472	84.91124116583202	0.007854379731647066	3.762025463477719
891	0.5758500249040216	61	14545.750375233384	84.911530624882	84.911241165832	0.006512923536214846	4.641600557399386
895	0.575849869715893	48	14545.746463778632	84.91148495772138	84.91124116583202	0.007988464413977666	3.229511615066879

Error Parameters
startMS: 1
stopMS: 1
fitSlope: 6.183162755673406e-10
fitSlope [#/s]: 5.534579249833538e-10
fitShift: 0.5758500657625496
tEffBlock: 4.641340782122906
tEffStart: 0
tEffStop: 895
tFitStdev: 2.049922018656483e-06
blockSum: 10283
blockCnt: 216

List of B
MS	B	Peak(us)	Intensity	Mode
1	0.5758495953876034	14545.739549443748	48	START	ch1
2	0.5758495953876034	14545.739549443748	48	START	ch1
3	0.5758495953876034	14545.74737341269	55	1-0	ch1
4	0.575849672992176	14545.74737341269	55	1-0	ch1
5	0.5758497505967488	14545.74737341269	55	1-0	ch1
6	0.5758498282013216	14545.74737341269	55	1-0	ch1
7	0.5758499058058942	14545.754057388546	42	2-4	ch1
8	0.575849972103076	14545.754057388546	42	2-4	ch1
9	0.5758500384002576	14545.754057388546	42	2-4	ch1
10	0.5758501046974394	14545.754057388546	42	2-4	ch1
11	0.5758501709946212	14545.749287132184	55	3-8	ch1
12	0.5758501236792868	14545.749287132184	55	3-8	ch1
13	0.5758500763639522	14545.749287132184	55	3-8	ch1
14	0.5758500290486178	14545.749287132184	55	3-8	ch1
15	0.5758499817332834	14545.740542997728	52	4-12	ch1
16	0.5758498950017508	14545.740542997728	52	4-12	ch1
17	0.575849808270218	14545.740542997728	52	4-12	ch1
18	0.5758497215386852	14545.740542997728	52	4-12	ch1
19	0.5758496348071524	14545.733658623518	43	5-16	ch1
20	0.5758495665222546	14545.733658623518	43	5-16	ch1
21	0.575849498237357	14545.733658623518	43	5-16	ch1
22	0.5758494299524592	14545.733658623518	43	5-16	ch1
23	0.5758493616675614	14545.73889513705	35	6-20	ch1
24	0.5758494136076188	14545.73889513705	35	6-20	ch1
25	0.575849465547676	14545.73889513705	35	6-20	ch1
26	0.5758495174877334	14545.73889513705	35	6-20	ch1
27	0.5758495694277908	14545.755897119686	59	7-24	ch1
28	0.5758497380674682	14545.755897119686	59	7-24	ch1
29	0.5758499067071456	14545.755897119686	59	7-24	ch1
30	0.575850075346823	14545.755897119686	59	7-24	ch1
31	0.5758502439865004	14545.754399046596	46	8-28	ch1
32	0.5758502291273766	14545.754399046596	46	8-28	ch1
33	0.575850214268253	14545.754399046596	46	8-28	ch1
34	0.5758501994091294	14545.754399046596	46	8-28	ch1
35	0.5758501845500058	14545.753555922602	56	9-32	ch1
36	0.575850176187207	14545.753555922602	56	9-32	ch1
37	0.5758501678244082	14545.753555922602	56	9-32	ch1
38	0.5758501594616096	14545.753555922602	56	9-32	ch1
39	0.5758501510988108	14545.757632227624	55	10-36	ch1
40	0.5758501915309638	14545.757632227624	55	10-36	ch1
41	0.575850231963117	14545.757632227624	55	10-36	ch1
42	0.57585027239527	14545.757632227624	55	10-36	ch1
43	0.575850312827423	14545.751604018402	63	11-40	ch1
44	0.5758502530346754	14545.751604018402	63	11-40	ch1
45	0.5758501932419276	14545.751604018402	63	11-40	ch1
46	0.5758501334491798	14545.751604018402	63	11-40	ch1
47	0.575850073656432	14545.87231111111	45	12-44	ch1
48	0.5758512709288686	14545.87231111111	45	12-44	ch1
49	0.5758524682013052	14545.87231111111	45	12-44	ch1
50	0.5758536654737416	14545.87231111111	45	12-44	ch1
51	0.575854862746178	14545.773518650634	2	13-48	ch1
52	0.5758543727936526	14545.773518650634	2	13-48	ch1
53	0.5758538828411268	14545.773518650634	2	13-48	ch1
54	0.5758533928886012	14545.773518650634	2	13-48	ch1
55	0.5758529029360756	14545.773518650634	2	13-48	ch1
56	0.5758524129835502	14545.773518650634	2	13-48-Fit	ch1
57	0.5758519230310244	14545.773518650634	2	13-48-Fit	ch1
58	0.5758514330784988	14545.773518650634	2	13-48-Fit	ch1
