Filename: Z:\2020-12-20\2020-12-20_055 76Sr with beam merging _ RT100_T846 - clipped_MS100.tof
Analyze-time: Fri Feb 19 17:57:14 2021

Range: 61
Start Peak: 6179
Block size: 1
Block-Min: 0
Int-Max: 0
Peak mass: Rb85:-1e
Treshold: 0
Method: Median
a: 0.08554320834809824
t0: -0.174931057477
b: 0.575849041251
T: 800

Area1: 1 - 896

B Positions (center Block):
MS	B	Intensity	Peakposition (us)	Peakposition alt (u)	Peakposition corrected (u)
318	0.5758506686264548	10	14545.7666	84.91172005300618	84.911241165832
319	0.5758506686264548	13	14545.7666	84.91172005300618	84.911241165832
320	0.575850446444792	14	14545.760999999998	84.9116546716107	84.91124116583202
321	0.5758504147045544	9	14545.760199999998	84.91164533141342	84.91124116583202
322	0.575850446444792	18	14545.760999999998	84.9116546716107	84.91124116583202
323	0.575850446444792	12	14545.760999999998	84.9116546716107	84.91124116583202
324	0.5758506051459798	12	14545.765	84.9117013726049	84.911241165832
325	0.575850382964317	12	14545.7594	84.91163599121662	84.911241165832
326	0.5758503194838418	14	14545.7578	84.91161731082458	84.911241165832
327	0.5758501925228916	7	14545.7546	84.9115799500467	84.91124116583202
328	0.575850382964317	8	14545.7594	84.91163599121662	84.911241165832
329	0.5758505734057422	12	14545.7642	84.91169203240504	84.91124116583202
330	0.5758503194838418	10	14545.7578	84.91161731082458	84.911241165832
331	0.5758502560033668	10	14545.7562	84.91159863043462	84.91124116583202
332	0.5758503512240794	7	14545.7586	84.91162665102036	84.91124116583202
333	0.5758507003666924	12	14545.767399999998	84.9117293932076	84.91124116583202
334	0.5758506051459798	10	14545.765	84.9117013726049	84.911241165832
335	0.575850589275861	17	14545.764599999998	84.9116967025049	84.91124116583198
336	0.5758504781850296	16	14545.7618	84.91166401180854	84.91124116583202
337	0.5758507003666924	14	14545.767399999998	84.9117293932076	84.91124116583202
338	0.5758504147045544	15	14545.760199999998	84.91164533141342	84.91124116583202
339	0.5758503512240794	11	14545.7586	84.91162665102036	84.91124116583202
340	0.5758502560033668	14	14545.7562	84.91159863043462	84.91124116583202
341	0.5758501290424164	13	14545.752999999998	84.91156126966082	84.91124116583204
342	0.575850303613723	9	14545.757399999998	84.9116126407269	84.91124116583198
343	0.575850122694369	15	14545.75284	84.91155940162234	84.91124116583202
344	0.5758503512240794	7	14545.7586	84.91162665102036	84.91124116583202
345	0.5758504147045544	17	14545.760199999998	84.91164533141342	84.91124116583202
346	0.575850446444792	14	14545.760999999998	84.9116546716107	84.91124116583202
347	0.575850525795386	17	14545.763	84.9116780221062	84.91124116583202
348	0.5758507479770488	9	14545.7686	84.91174340351068	84.91124116583204
349	0.5758507003666924	10	14545.767399999998	84.9117293932076	84.91124116583202
350	0.5758510495093056	12	14545.7762	84.91183213545706	84.91124116583202
351	0.5758506368862174	14	14545.7658	84.9117107128053	84.91124116583202
352	0.5758504147045544	11	14545.760199999998	84.91164533141342	84.91124116583202
353	0.5758504781850296	9	14545.7618	84.91166401180854	84.91124116583202
354	0.5758503512240794	10	14545.7586	84.91162665102036	84.91124116583202
355	0.5758503670941982	11	14545.759	84.91163132111842	84.91124116583202
356	0.5758505575356234	9	14545.763799999998	84.9116873623053	84.91124116583198
357	0.5758505416655048	8	14545.7634	84.9116826922057	84.91124116583198
358	0.575850562825663	19	14545.763933333332	84.9116889190052	84.91124116583202
359	0.5758507003666924	10	14545.767399999998	84.9117293932076	84.91124116583202
360	0.5758506051459798	10	14545.765	84.9117013726049	84.911241165832
361	0.5758507638471676	12	14545.769	84.91174807361198	84.91124116583202
362	0.5758512082104932	14	14545.7802	84.91187883650004	84.91124116583202
363	0.575851017769068	12	14545.775399999998	84.91182279524996	84.91124116583202
364	0.5758509966089096	20	14545.774866666666	84.91181656844554	84.91124116583198
365	0.5758511129897806	13	14545.7778	84.9118508158727	84.91124116583202
366	0.575851366911681	9	14545.7842	84.9119255375559	84.91124116583202
367	0.5758512822710476	19	14545.782066666666	84.91190063032452	84.91124116583202
368	0.5758511447300182	13	14545.7786	84.9118601560813	84.91124116583202
369	0.5758509542885928	14	14545.7738	84.91180411483738	84.91124116583202
